0000 07-07-77 09:08:14 +25C 65535   325   16   5 Ê28
0001 255 003 003 051 255 255 038 000 054 141 255 051 255 255 112 000
0002 255 001 000 030 255 255 008 000 042 102 255 048 255 255 063 000
0003 255 000 000 007 255 255 001 000 042 063 255 044 255 255 050 000
0004 254 000 000 000 255 255 018 000 034 026 255 027 255 255 078 002
0005 239 000 000 000 255 255 018 000 000 020 255 018 243 255 082 000
0006 227 000 000 000 255 255 028 000 000 051 255 028 235 255 098 000
0007 215 000 000 025 255 255 033 000 000 098 255 030 218 255 108 000
0008 217 000 000 033 255 255 038 000 002 109 255 018 199 255 112 000
0009 221 000 000 027 255 255 019 000 016 099 255 004 188 255 080 000
0010 235 000 000 015 255 255 003 000 018 078 255 000 194 255 053 000
0011 238 000 000 000 255 255 000 000 023 045 255 000 208 255 026 000
0012 223 000 001 000 255 255 000 000 049 012 255 012 230 255 036 000
0013 193 000 007 000 255 255 000 000 060 006 255 033 255 255 042 000
0014 165 000 002 000 255 255 000 000 052 025 255 040 255 255 048 000
0015 138 000 000 000 255 255 008 000 026 019 228 039 255 255 065 000
0016 105 000 000 000 255 255 003 000 011 004 182 042 255 255 055 000
0017 074 000 000 000 255 255 021 000 005 014 137 040 255 255 088 000
0018 050 000 000 000 255 255 070 000 000 035 106 021 255 255 172 000
0019 042 000 000 000 255 255 073 000 000 041 094 020 255 255 175 034
0020 038 000 000 000 255 255 067 000 000 042 088 007 255 255 164 000
0021 038 000 000 000 255 255 043 000 006 037 085 000 251 255 134 000
0022 043 000 000 000 255 255 025 000 016 036 096 000 192 255 090 000
0023 044 000 000 000 255 255 025 000 019 022 096 000 144 255 093 000
0024 025 000 000 000 255 255 012 000 016 019 067 013 105 255 066 000
0025 024 000 000 000 255 255 007 000 008 024 066 019 087 255 060 000
0026 031 000 000 000 255 255 013 000 014 016 076 013 091 255 071 000
0027 041 000 000 000 255 255 026 000 026 019 089 006 085 255 096 000
0028 039 000 000 000 255 255 027 000 042 011 084 005 090 255 095 000
0029 020 000 000 000 255 255 020 001 033 002 057 023 093 255 083 000
0030 000 009 000 000 255 255 022 000 004 020 028 064 092 255 090 000
0031 000 025 000 000 255 255 020 000 001 038 014 090 100 255 082 000
0032 000 034 000 015 255 255 006 000 000 079 017 104 104 255 058 000
0033 000 027 000 042 255 255 001 000 000 127 030 092 114 255 048 000
0034 009 023 000 064 255 255 000 000 004 166 044 084 125 255 038 000
0035 020 012 000 079 255 255 000 000 020 192 059 067 134 255 020 024
0036 033 000 000 066 255 255 000 000 027 168 080 047 163 255 040 000
0037 032 000 000 035 255 255 000 000 022 112 074 018 204 255 025 000
0038 019 000 000 014 255 255 000 000 023 075 058 007 255 255 000 000
0039 007 000 000 007 255 255 000 000 014 064 042 015 255 255 006 001
0040 013 000 000 000 255 255 000 000 004 048 050 045 255 255 011 014
0041 029 013 000 000 255 255 000 000 000 027 073 069 249 255 028 008
0042 037 015 000 000 255 255 000 000 000 024 083 072 215 255 035 015
0043 039 014 000 000 255 255 000 000 000 031 085 070 202 255 043 028
0044 039 015 000 000 255 255 012 000 010 041 086 072 208 255 067 015
0045 037 010 000 000 255 255 008 000 016 048 083 062 214 255 061 008
0046 040 007 000 025 255 255 014 000 010 096 087 057 219 255 072 004
0047 036 004 000 047 255 255 005 000 000 135 081 053 205 255 059 000
0048 037 002 000 046 255 255 003 000 004 134 094 048 190 255 052 000
0049 049 000 000 040 255 255 000 000 019 121 099 042 177 255 040 000
0050 058 000 000 022 255 255 000 000 025 090 113 026 174 255 018 000
0051 059 000 000 003 255 255 000 000 032 056 114 015 195 255 016 000
0052 059 000 000 000 255 255 000 000 027 020 114 000 240 255 019 000
0053 048 000 000 000 255 255 000 000 016 023 107 000 255 255 017 000
0054 049 000 000 002 255 255 000 000 000 056 100 003 255 255 003 006
0055 045 000 000 013 255 255 000 000 000 077 096 000 255 255 001 009
0056 045 000 000 016 255 255 000 000 000 080 095 000 255 255 023 011
0057 043 000 000 007 255 255 000 000 000 063 092 000 255 255 042 004
0058 035 000 000 000 255 255 008 000 000 029 078 000 251 255 064 000
0059 037 000 000 000 255 255 035 000 000 009 083 000 247 255 109 021
0060 036 000 000 000 255 255 034 000 000 009 083 011 251 255 108 000
0061 033 000 000 000 246 255 025 000 000 008 077 003 253 255 091 000
0062 041 000 000 000 159 255 024 000 000 018 090 000 255 255 089 000
0063 050 000 000 000 145 255 009 000 000 007 102 000 255 255 062 000
0064 074 000 000 000 138 255 000 000 000 000 139 000 255 255 048 000
0065 098 000 000 000 130 255 007 000 000 004 173 030 255 255 064 000
0066 121 001 000 000 155 255 000 000 000 039 205 046 255 255 044 000
0067 149 000 000 012 212 255 005 002 000 077 241 044 255 255 060 000
0068 163 000 000 032 186 255 001 000 000 113 254 028 255 255 051 000
0069 170 000 000 044 130 255 003 000 000 133 255 009 255 255 052 007
0070 183 000 000 041 080 255 004 000 000 126 255 013 255 255 056 005
0071 165 000 000 026 054 255 012 000 000 097 254 021 255 255 070 000
0072 129 000 000 049 078 255 015 000 000 072 213 024 255 255 072 000
0073 094 000 000 009 109 255 000 000 000 067 164 019 255 255 044 000
0074 060 000 000 019 130 255 007 000 000 086 115 014 255 255 062 000
0075 033 000 000 025 165 255 029 000 000 095 076 005 255 255 098 000
0076 017 000 000 029 171 255 047 000 000 103 051 000 255 255 129 000
0077 006 000 000 036 166 255 049 000 000 116 036 000 246 255 131 000
0078 000 000 000 035 211 255 053 000 000 113 024 000 201 217 146 000
0079 000 000 000 035 255 255 070 000 000 114 016 000 127 168 172 000
0080 000 000 000 044 255 255 083 000 000 129 018 004 088 146 189 000
0081 000 000 000 045 255 255 067 000 000 130 024 011 077 170 162 000
0082 000 000 000 024 255 255 052 000 000 094 022 011 072 208 137 000
0083 000 000 000 006 255 255 032 000 000 061 017 005 077 242 103 000
0084 000 000 000 000 255 255 019 000 000 044 006 000 096 255 080 000
0085 000 000 000 000 255 255 000 000 000 043 008 000 124 255 038 000
0086 000 000 000 000 255 255 000 005 000 035 008 000 184 255 016 000
0087 000 000 000 000 255 255 000 000 000 020 005 002 239 255 040 000
0088 000 000 000 002 255 255 000 000 000 055 006 020 255 255 044 000
0089 000 000 000 010 255 255 000 000 004 069 001 026 255 255 040 000
0090 000 000 000 004 255 255 000 000 015 061 001 021 223 255 030 000
0091 000 000 000 000 255 255 000 000 001 052 000 011 145 255 014 000
0092 000 000 000 000 255 255 000 000 000 047 000 000 073 255 005 000
0093 000 000 000 000 255 255 000 000 009 051 000 006 032 255 006 000
0094 000 000 000 001 255 255 000 000 010 054 000 004 004 255 006 000
0095 000 000 000 009 255 255 000 000 010 067 000 014 000 255 002 000
0096 000 000 000 015 255 255 000 000 001 077 000 022 007 255 018 000
0097 000 000 000 017 255 255 000 000 007 080 000 027 013 255 002 014
0098 000 000 000 006 255 255 000 000 000 062 000 019 070 255 011 000
0099 000 000 000 000 255 255 000 000 000 038 000 027 114 255 063 000
0100 000 000 000 000 255 255 000 000 000 003 007 023 134 255 000 000
0101 000 000 000 000 255 255 000 000 000 031 000 016 155 255 000 000
0102 000 000 000 000 255 255 000 000 011 052 000 004 139 255 010 000
0103 000 000 000 004 255 255 000 000 039 059 000 005 126 255 000 000
0104 000 000 001 000 255 255 000 000 050 050 000 011 103 255 000 000
0105 000 000 000 000 255 255 000 000 030 024 000 026 085 255 000 000
0106 000 000 000 000 255 255 000 000 025 020 000 033 074 255 000 000
0107 000 000 000 000 255 255 000 000 027 037 000 032 064 255 000 000
0108 000 000 000 024 255 255 000 000 042 094 000 035 069 255 000 000
0109 000 000 000 044 255 255 000 000 038 133 000 047 071 255 000 000
0110 000 006 000 050 255 255 000 000 042 146 000 057 087 255 000 000
0111 000 005 000 046 255 255 000 000 018 133 000 053 094 255 000 000
0112 000 001 000 036 255 255 000 000 000 114 000 045 095 255 000 000
0113 000 001 000 011 255 255 000 000 026 069 000 046 123 255 000 000
0114 000 000 006 014 255 255 000 000 060 077 000 041 145 255 000 000
0115 000 000 024 029 255 255 000 000 091 102 000 028 167 255 000 006
0116 000 000 034 015 255 255 000 000 108 075 000 040 181 255 000 003
0117 000 004 031 003 255 255 000 005 102 057 000 054 173 255 000 000
0118 000 012 019 007 255 255 000 000 081 065 001 066 181 255 000 000
0119 000 011 000 023 255 255 000 000 039 095 001 065 188 255 000 000
0120 000 010 000 052 255 255 000 000 019 146 007 063 201 255 000 000
0121 000 003 000 087 255 255 000 000 002 207 013 051 214 255 000 000
0122 000 000 000 100 255 255 000 000 000 233 003 033 222 255 000 000
0123 000 000 000 084 255 255 000 000 012 201 011 024 249 255 000 000
0124 004 000 000 069 255 255 000 000 023 177 004 024 255 255 000 000
0125 000 000 000 066 255 255 000 004 015 173 000 023 255 255 000 000
0126 007 011 000 056 255 255 000 000 000 152 000 067 255 255 000 000
0127 000 036 000 056 255 255 000 000 000 150 000 110 255 255 000 000
0128 000 052 000 073 255 255 000 000 000 182 000 136 255 255 000 000
0129 000 068 000 109 255 255 000 000 000 249 000 162 255 255 014 000
0130 000 069 000 135 255 255 000 000 000 255 000 162 255 255 005 000
0131 000 058 000 168 255 255 000 000 008 255 042 141 255 255 024 000
0132 000 041 000 178 255 255 000 000 033 255 000 113 255 255 016 015
0133 000 012 000 162 255 255 000 000 043 255 006 064 234 255 023 000
0134 000 000 000 129 242 255 000 000 026 255 010 014 243 255 037 000
0135 000 000 000 121 196 255 002 000 000 255 006 008 247 255 051 000
0136 000 000 000 127 232 255 009 000 000 255 011 027 255 255 064 000
0137 000 000 000 143 255 255 007 000 010 255 001 030 255 255 057 000
0138 000 000 000 144 255 255 001 000 019 255 000 029 255 255 060 000
0139 000 000 000 127 255 255 004 000 018 255 000 044 255 255 052 009
0140 000 010 000 111 255 255 000 000 040 250 000 066 253 255 045 010
0141 000 009 002 090 255 255 000 000 052 213 015 065 236 255 022 018
0142 000 004 000 081 255 255 000 000 047 196 019 052 222 255 028 026
0143 000 000 000 069 255 255 002 000 010 174 011 029 222 255 053 015
0144 000 000 000 063 255 255 000 000 000 164 011 027 240 255 038 014
0145 000 000 000 076 255 255 000 000 001 187 008 029 255 255 025 004
0146 000 000 000 070 222 255 000 000 000 175 003 027 255 255 019 007
0147 000 000 000 054 181 255 000 000 000 146 000 027 255 255 020 008
0148 000 000 000 030 255 255 000 000 002 103 000 014 255 255 039 000
0149 000 000 000 014 255 255 000 000 000 077 000 003 255 255 037 000
0150 000 000 000 002 255 255 000 000 000 054 000 000 255 255 030 000
0151 000 000 000 008 255 255 001 000 000 067 000 000 255 255 048 000
0152 000 000 000 013 255 255 015 000 000 075 000 005 255 255 074 000
0153 000 000 000 028 255 255 013 000 000 107 000 000 251 255 070 000
0154 000 000 000 064 255 255 016 000 029 169 000 000 207 255 075 000
0155 000 000 002 076 255 255 004 000 051 192 000 000 173 255 055 000
0156 000 000 000 082 255 255 000 000 043 201 000 000 143 255 018 000
0157 000 000 000 089 255 255 000 000 018 211 000 000 137 255 028 002
0158 000 000 000 101 223 255 000 000 030 233 000 000 146 255 021 007
0159 000 000 000 095 255 255 000 000 028 223 000 000 146 255 030 016
0160 000 000 000 069 255 255 008 000 019 180 000 000 149 255 062 015
0161 000 000 000 042 255 255 000 000 038 128 000 000 111 255 043 009
0162 000 000 008 029 255 255 000 000 062 106 000 000 105 255 035 005
0163 000 000 005 021 255 255 000 000 056 092 000 000 110 255 027 000
0164 000 000 000 019 255 255 000 000 024 089 000 000 111 255 014 000
0165 000 000 000 024 255 255 000 000 000 096 000 000 135 255 019 000
0166 000 000 000 018 255 255 000 000 000 083 000 009 158 255 037 000
0167 000 000 000 009 255 255 002 000 000 067 000 000 182 255 064 000
0168 000 000 000 006 255 255 000 000 002 062 000 000 214 255 019 000
0169 000 000 000 000 255 255 000 000 020 049 000 012 190 255 007 000
0170 000 000 000 000 255 255 000 000 041 023 000 031 187 255 002 016
0171 000 000 004 000 255 255 000 000 057 028 000 040 156 255 000 000
0172 000 000 010 016 255 255 000 000 068 086 000 021 116 255 000 000
0173 000 000 005 045 255 255 000 000 060 132 000 000 077 255 000 000
0174 000 000 000 054 255 255 002 000 048 148 000 000 032 255 000 000
0175 000 000 000 056 255 255 001 000 027 154 000 000 015 255 000 000
0176 000 000 000 038 255 255 000 000 014 119 000 000 040 255 000 000
0177 000 000 000 022 255 255 000 000 010 090 000 000 063 255 000 000
0178 000 000 000 006 255 255 000 000 011 060 000 008 078 255 000 000
0179 000 000 000 000 255 255 000 000 020 041 000 029 093 255 000 000
0180 000 000 000 000 255 255 000 000 033 046 000 036 103 255 000 000
0181 000 000 000 014 255 255 000 000 040 075 000 030 096 255 000 000
0182 000 000 000 022 255 255 000 000 030 091 000 005 062 255 000 000
0183 000 000 000 037 255 255 000 000 007 120 000 000 030 255 000 000
0184 000 000 000 026 255 255 000 000 007 098 000 000 000 255 014 000
0185 000 000 000 000 255 255 000 000 014 046 000 001 000 255 015 000
0186 000 000 000 005 255 255 000 000 022 060 000 002 000 255 024 000
0187 000 000 000 011 255 255 000 000 017 072 000 010 000 255 017 000
0188 000 000 000 000 255 255 000 000 016 032 000 008 000 255 017 000
0189 000 000 000 000 255 255 000 000 005 020 011 003 000 255 015 000
0190 000 000 000 000 255 255 000 002 000 013 000 000 000 255 038 000
0191 000 000 000 000 255 255 004 000 000 011 000 000 000 255 056 000
0192 000 000 000 000 255 255 000 000 000 011 000 000 000 255 046 000
0193 000 000 000 000 255 255 007 000 000 024 000 000 000 255 061 000
0194 000 000 000 000 255 255 008 000 000 013 008 000 009 255 062 000
0195 000 000 000 000 255 255 000 000 016 041 006 000 007 255 040 000
0196 000 000 000 016 255 255 000 000 041 081 012 000 007 255 028 000
0197 000 000 000 030 255 255 000 000 049 106 003 000 009 255 010 000
0198 000 000 000 038 255 255 000 000 036 119 000 000 001 255 000 000
0199 000 000 000 031 255 255 000 000 005 105 000 000 000 255 011 000
0200 000 000 000 014 255 255 000 000 000 074 000 000 000 255 000 000
0201 000 000 000 008 251 255 001 000 000 066 000 000 000 255 000 039
0202 000 000 000 006 255 255 000 000 000 063 000 000 000 255 021 000
0203 000 000 000 010 255 255 000 000 000 070 000 000 000 255 000 000
0204 000 000 000 014 255 227 000 000 000 076 000 000 000 255 003 000
0205 000 000 000 000 255 255 000 000 000 048 000 000 011 255 004 000
0206 000 000 000 000 255 255 000 000 000 037 000 000 000 255 000 000
0207 000 000 000 000 255 255 000 000 000 049 000 007 000 255 000 000
0208 000 000 000 006 255 255 000 000 000 062 013 000 000 255 000 000
0209 000 000 000 005 255 255 000 000 000 061 000 000 001 255 000 000
0210 000 000 000 012 255 255 000 000 000 072 006 000 000 255 019 000
0211 000 000 000 006 255 255 000 000 000 061 000 000 000 255 000 000
0212 000 000 000 000 255 255 000 000 000 051 000 000 000 255 011 000
0213 000 000 000 007 255 255 000 000 000 064 000 000 000 255 022 000
